,              0,             10,             20,             30,             40,             50,             60,             70,             80,             90,            100,            110,            120,            130,            140,            150,            160,            170,            180,            190,            200,            210,            220,            230,            240,            250,            260,            270,            280,            290,            300,            310,            320,            330,            340,            350,            360,            370,            380,            390,            400,            410,            420,            430,            440,            450,            460,            470,            480,            490,            500,            510,            520,            530,            540,            550,            560,            570,            580,            590,            600
   0.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000,   1.0000000000
   0.5000000000,   0.9529056000,   2.8133190000,   1.7889450000,   1.6498240000,   1.7448170000,   1.8608060000,   1.8935280000,   1.9031280000,   1.9179750000,   1.9320020000,   1.9413570000,   1.9478780000,   1.9535420000,   1.9587250000,   1.9632890000,   1.9672560000,   1.9707370000,   1.9738070000,   1.9765060000,   1.9788750000,   1.9809590000,   1.9827960000,   1.9844180000,   1.9858520000,   1.9871200000,   1.9882440000,   1.9892400000,   1.9901250000,   1.9909100000,   1.9916080000,   1.9922300000,   1.9927830000,   1.9932760000,   1.9937150000,   1.9941080000,   1.9944580000,   1.9947720000,   1.9950520000,   1.9953020000,   1.9955270000,   1.9957280000,   1.9959080000,   1.9960700000,   1.9962160000,   1.9963460000,   1.9964640000,   1.9965690000,   1.9966640000,   1.9967500000,   1.9968290000,   1.9969000000,   1.9969660000,   1.9970290000,   1.9970920000,   1.9971590000,   1.9972400000,   1.9973460000,   1.9975030000,   1.9977530000,   1.9981680000,   1.9988700000
   1.0000000000,   0.9044084000,   4.2979940000,   2.1037030000,   1.7964650000,   1.8977230000,   2.0477940000,   2.0589110000,   2.0398090000,   2.0383720000,   2.0405380000,   2.0378200000,   2.0327740000,   2.0284280000,   2.0250340000,   2.0220430000,   2.0192900000,   2.0168160000,   2.0146120000,   2.0126270000,   2.0108280000,   2.0091980000,   2.0077260000,   2.0063960000,   2.0051960000,   2.0041120000,   2.0031330000,   2.0022490000,   2.0014490000,   2.0007270000,   2.0000740000,   1.9994830000,   1.9989490000,   1.9984650000,   1.9980280000,   1.9976320000,   1.9972730000,   1.9969480000,   1.9966530000,   1.9963860000,   1.9961440000,   1.9959250000,   1.9957260000,   1.9955450000,   1.9953820000,   1.9952330000,   1.9950980000,   1.9949760000,   1.9948660000,   1.9947660000,   1.9946770000,   1.9945990000,   1.9945320000,   1.9944780000,   1.9944430000,   1.9944360000,   1.9944740000,   1.9945860000,   1.9948280000,   1.9952950000,   1.9961540000,   1.9976870000
   1.5000000000,   0.8529184000,   5.2070790000,   2.1363260000,   1.7554990000,   1.8686630000,   2.0395050000,   2.0310470000,   1.9955130000,   1.9911650000,   1.9946850000,   1.9931610000,   1.9893500000,   1.9867830000,   1.9854500000,   1.9844920000,   1.9836770000,   1.9830670000,   1.9826520000,   1.9823690000,   1.9821770000,   1.9820600000,   1.9820060000,   1.9820040000,   1.9820410000,   1.9821090000,   1.9821990000,   1.9823070000,   1.9824260000,   1.9825540000,   1.9826860000,   1.9828190000,   1.9829530000,   1.9830850000,   1.9832140000,   1.9833400000,   1.9834610000,   1.9835770000,   1.9836870000,   1.9837930000,   1.9838930000,   1.9839870000,   1.9840760000,   1.9841590000,   1.9842380000,   1.9843110000,   1.9843800000,   1.9844450000,   1.9845060000,   1.9845650000,   1.9846210000,   1.9846780000,   1.9847390000,   1.9848090000,   1.9848990000,   1.9850270000,   1.9852250000,   1.9855510000,   1.9861070000,   1.9870730000,   1.9887610000,   1.9917040000
   2.0000000000,   0.7968564000,   5.4778360000,   2.0068250000,   1.6644980000,   1.8278420000,   2.0187260000,   1.9918390000,   1.9474220000,   1.9456380000,   1.9538160000,   1.9562380000,   1.9559980000,   1.9568050000,   1.9583990000,   1.9598130000,   1.9609070000,   1.9618540000,   1.9627130000,   1.9634650000,   1.9641050000,   1.9646540000,   1.9651250000,   1.9655290000,   1.9658740000,   1.9661670000,   1.9664160000,   1.9666260000,   1.9668020000,   1.9669490000,   1.9670720000,   1.9671730000,   1.9672560000,   1.9673230000,   1.9673770000,   1.9674200000,   1.9674530000,   1.9674780000,   1.9674960000,   1.9675090000,   1.9675160000,   1.9675200000,   1.9675210000,   1.9675190000,   1.9675160000,   1.9675110000,   1.9675040000,   1.9674980000,   1.9674920000,   1.9674880000,   1.9674870000,   1.9674930000,   1.9675110000,   1.9675510000,   1.9676310000,   1.9677820000,   1.9680580000,   1.9685600000,   1.9694640000,   1.9710810000,   1.9739580000,   1.9790300000
   2.5000000000,   0.7346530000,   5.1636740000,   1.7638460000,   1.5622190000,   1.8131310000,   2.0150950000,   1.9647090000,   1.9129940000,   1.9118800000,   1.9203340000,   1.9224620000,   1.9221370000,   1.9229380000,   1.9243300000,   1.9253540000,   1.9259830000,   1.9264620000,   1.9268720000,   1.9272020000,   1.9274550000,   1.9276490000,   1.9278010000,   1.9279160000,   1.9280010000,   1.9280610000,   1.9281030000,   1.9281290000,   1.9281440000,   1.9281490000,   1.9281480000,   1.9281410000,   1.9281310000,   1.9281190000,   1.9281040000,   1.9280890000,   1.9280740000,   1.9280580000,   1.9280420000,   1.9280280000,   1.9280130000,   1.9280000000,   1.9279870000,   1.9279760000,   1.9279660000,   1.9279560000,   1.9279490000,   1.9279430000,   1.9279400000,   1.9279410000,   1.9279500000,   1.9279700000,   1.9280120000,   1.9280900000,   1.9282350000,   1.9284960000,   1.9289680000,   1.9298130000,   1.9313260000,   1.9340260000,   1.9388280000,   1.9473150000
   3.0000000000,   0.6647641000,   4.3868830000,   1.4186990000,   1.4370840000,   1.7841790000,   1.9731020000,   1.8964370000,   1.8420910000,   1.8416880000,   1.8477380000,   1.8469850000,   1.8445130000,   1.8434980000,   1.8431260000,   1.8425220000,   1.8417550000,   1.8410690000,   1.8405110000,   1.8400410000,   1.8396380000,   1.8393000000,   1.8390200000,   1.8387870000,   1.8385940000,   1.8384340000,   1.8383020000,   1.8381940000,   1.8381080000,   1.8380380000,   1.8379830000,   1.8379410000,   1.8379090000,   1.8378850000,   1.8378680000,   1.8378570000,   1.8378510000,   1.8378490000,   1.8378490000,   1.8378520000,   1.8378560000,   1.8378620000,   1.8378700000,   1.8378770000,   1.8378860000,   1.8378960000,   1.8379060000,   1.8379180000,   1.8379330000,   1.8379540000,   1.8379840000,   1.8380330000,   1.8381130000,   1.8382510000,   1.8384930000,   1.8389200000,   1.8396810000,   1.8410370000,   1.8434570000,   1.8477740000,   1.8554610000,   1.8690900000
   3.5000000000,   0.5857083000,   3.3182000000,   0.9717668000,   1.2320310000,   1.6320660000,   1.7729580000,   1.6762900000,   1.6300120000,   1.6354690000,   1.6417790000,   1.6405560000,   1.6382180000,   1.6373210000,   1.6368330000,   1.6360680000,   1.6352070000,   1.6344750000,   1.6338860000,   1.6333910000,   1.6329670000,   1.6326080000,   1.6323050000,   1.6320450000,   1.6318210000,   1.6316270000,   1.6314590000,   1.6313130000,   1.6311860000,   1.6310750000,   1.6309780000,   1.6308930000,   1.6308180000,   1.6307530000,   1.6306950000,   1.6306450000,   1.6306000000,   1.6305600000,   1.6305250000,   1.6304940000,   1.6304660000,   1.6304420000,   1.6304200000,   1.6304010000,   1.6303840000,   1.6303710000,   1.6303600000,   1.6303530000,   1.6303530000,   1.6303620000,   1.6303870000,   1.6304400000,   1.6305430000,   1.6307340000,   1.6310810000,   1.6317070000,   1.6328330000,   1.6348540000,   1.6384720000,   1.6449440000,   1.6565030000,   1.6770860000
   4.0000000000,   0.4961313000,   2.1610620000,   0.4438384000,   0.8680744000,   1.2291290000,   1.2889530000,   1.1818660000,   1.1497540000,   1.1627310000,   1.1708940000,   1.1714200000,   1.1714870000,   1.1727780000,   1.1740870000,   1.1749410000,   1.1756000000,   1.1762490000,   1.1768770000,   1.1774420000,   1.1779400000,   1.1783810000,   1.1787680000,   1.1791040000,   1.1793930000,   1.1796410000,   1.1798540000,   1.1800360000,   1.1801920000,   1.1803240000,   1.1804360000,   1.1805320000,   1.1806120000,   1.1806800000,   1.1807360000,   1.1807840000,   1.1808240000,   1.1808570000,   1.1808840000,   1.1809070000,   1.1809250000,   1.1809400000,   1.1809530000,   1.1809630000,   1.1809720000,   1.1809800000,   1.1809890000,   1.1810000000,   1.1810170000,   1.1810440000,   1.1810910000,   1.1811730000,   1.1813210000,   1.1815840000,   1.1820550000,   1.1829000000,   1.1844130000,   1.1871240000,   1.1919770000,   1.2006690000,   1.2162300000,   1.2440740000
   4.5000000000,   0.3949052000,   1.1183150000,  -0.0856531800,   0.3406706000,   0.5791646000,   0.5503366000,   0.4368233000,   0.4079695000,   0.4167125000,   0.4192666000,   0.4163710000,   0.4144757000,   0.4142121000,   0.4142291000,   0.4141389000,   0.4141374000,   0.4142937000,   0.4145288000,   0.4147774000,   0.4150204000,   0.4152532000,   0.4154706000,   0.4156696000,   0.4158502000,   0.4160141000,   0.4161630000,   0.4162982000,   0.4164211000,   0.4165328000,   0.4166346000,   0.4167273000,   0.4168119000,   0.4168892000,   0.4169597000,   0.4170243000,   0.4170834000,   0.4171375000,   0.4171871000,   0.4172327000,   0.4172745000,   0.4173130000,   0.4173486000,   0.4173816000,   0.4174127000,   0.4174426000,   0.4174723000,   0.4175039000,   0.4175403000,   0.4175872000,   0.4176543000,   0.4177589000,   0.4179319000,   0.4182287000,   0.4187480000,   0.4196670000,   0.4213031000,   0.4242253000,   0.4294553000,   0.4388318000,   0.4556739000,   0.4860058000
